title,genre,aired,episodes,members,popularity,ranked,score
Holiday Advent Calendar 2018,['Music'],"Dec 9, 2018 to Dec 25, 2018",13,114,15043,12320,4.68
Holiday,[],2011,1,105,15198,12319,5.62
Hong Mao Lan Tu: Haidi Lixian Ji,['Kids'],"Apr 1, 2011 to ?",52,37,16262,12329,5.44
Hokseong Robot Sseondeo A,"['Action', 'Mecha', 'Shounen']",5-Jan-82,1,177,13787,12318,4.39
Hong Mao Lan Tu: Guangming Jian,['Kids'],"Jun 18, 2010 to ?",79,36,16281,12328,6.88
Hitotsu no Hana,"['Drama', 'Historical', 'Kids']",1991,1,109,15107,12316,6.47
Hitori Shika Inai Jibun,"['Historical', 'Kids']",Not available,1,85,15631,12314,4.86
Hitoribotchi,['Drama'],18-Mar-69,1,213,13215,12315,5.47
History of Les Merveilleuses: Brand Movie,['Historical'],6-Jan-17,1,109,15148,12312,4.35
Histoire d'Etty,"['Kids', 'Slice of Life']",13-Oct-07,1,133,14626,12311,6.63
Hiroshima no Uta,"['Drama', 'Historical']","Nov, 1980",1,123,14850,12308,5.5
Hiroshima no Enoki,"['Drama', 'Historical']",19-Mar-89,1,85,15630,12307,6.56
Hirooka Asako,['Historical'],"Oct 3, 2015 to Dec, 2015",2,88,15609,12306,5.48
His Lipstick,"['Kids', 'Comedy']",24-Feb-12,1,144,14421,12309,4.89
Hiromi,"['Music', 'Kids']","Apr, 1980",1,88,15580,12305,4.71
Akuma no Kimuraa-hen,"['Demons', 'Parody']",6-Apr-18,1,1399,8810,5269,6.66
Hiragana Danshi,['Music'],16-Mar-18,1,1390,8812,12304,6.07
Zhongguo Jingqi Xiansheng,"['Comedy', 'Supernatural', 'Thriller']","Feb 28, 2014 to May 17, 2016",63,1542,8568,5268,6.67
Hinomaru!,"['Adventure', 'Comedy', 'Fantasy']","Jul 5, 2017 to Jun, 2018",12,384,11609,12303,6.24
Uchuu Senshi Baldios,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha', 'Shounen']","Jun 30, 1980 to Jan 25, 1981",34,1287,8989,5266,6.67
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",30-Nov-99,1,1615,8438,5265,6.67
Yuusha Exkaiser,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Feb 3, 1990 to Jan 26, 1991",48,1356,8866,5267,6.67
Hino Hideshi Toukaidou Yotsuya Kaidan,['Horror'],20-Jul-00,1,419,11395,12302,6
Uchuu Kuubo Blue Noah,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Oct 13, 1979 to Mar 30, 1980",24,1231,9092,5264,6.67
himitsukesshatakanotsume.jp Specials,"['Comedy', 'Parody']","Dec 12, 2012 to Feb 6, 2013",2,192,13556,12301,5.26
Tokyo Underground,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']","Apr 2, 2002 to Sep 24, 2002",26,23252,2965,5263,6.67
himitsukesshatakanotsume.jp,"['Comedy', 'Parody', 'Super Power']","Apr 6, 2012 to Feb, 2014",78,272,12416,12300,5.56
The World of Golden Eggs,"['Comedy', 'Parody']","Jan 7, 2005 to Dec 9, 2006",26,539,10817,5262,6.67
Telepathy Shoujo Ran,"['Fantasy', 'School']","Jun 21, 2008 to Dec 20, 2008",26,7554,4856,5261,6.67
Sword Art Online II: Sword Art Offline II,['Comedy'],"Oct 22, 2014 to Jun 24, 2015",9,39616,2212,5260,6.67
Spirit of Wonder: China-san Tanpenshuu,"['Comedy', 'Sci-Fi', 'Seinen']","Jan 25, 2001 to Jan 23, 2004",3,1432,8737,5259,6.67
Spider Riders: Oracle no Yuusha-tachi,"['Action', 'Adventure', 'Mecha']","Apr 5, 2006 to Sep 27, 2006",26,5820,5406,5258,6.67
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,"['Comedy', 'Parody']","Oct 5, 2009 to Jan 7, 2010",12,180,13763,12299,4.64
Himitsukessha Taka no Tsume: Christmas Daisakusen,"['Comedy', 'Parody', 'Super Power']",11-Oct-07,1,169,13992,12298,4.98
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"['Action', 'Sci-Fi', 'Adventure']","Apr 4, 1999 to Sep 26, 1999",26,3650,6520,5257,6.67
Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"['Adventure', 'Comedy', 'Parody', 'Space']",15-Jul-11,1,225,12989,12297,4.46
Sky Girls OVA,"['Mecha', 'Military', 'Sci-Fi']",25-Aug-06,1,6388,5204,5256,6.67
Himitsukessha Taka no Tsume Specials,"['Comedy', 'Parody', 'Super Power']","Sep 21, 2006 to Dec 22, 2006",4,162,14094,12295,5.17
Himitsukessha Taka no Tsume GG,"['Comedy', 'Parody', 'Super Power']","Jul 19, 2018 to ?",,189,13574,12293,5.71
Himitsukessha Taka no Tsume GT,"['Comedy', 'Parody', 'Super Power']","Apr 7, 2016 to Apr 7, 2017",47,251,12661,12294,5.44
Shounan Bakusouzoku,"['Action', 'Comedy', 'Shounen']","Sep 10, 1986 to Mar 12, 1999",12,1095,9335,5255,6.67
Himitsukessha Taka no Tsume DO,"['Comedy', 'Parody', 'Super Power']","Apr 3, 2015 to Mar 4, 2016",38,270,12437,12291,4.97
Romeo no Aoi Sora Specials,"['Adventure', 'Drama', 'Historical', 'Slice of Life']",2001,2,611,10563,5254,6.67
Himitsukessha Taka no Tsume Countdown Specials,"['Comedy', 'Parody', 'Super Power']","Dec 18, 2009 to Mar 19, 2010",5,158,14193,12290,5.43
Himawari no You ni,"['Drama', 'Kids']",2006,1,147,14379,12289,6.37
Himalaya no Hikari no Oukoku,"['Adventure', 'Music', 'Fantasy']",10-Jul-99,1,180,13752,12288,6.37
Hikoichi Tonchi Banashi,['Historical'],1970,1,87,15608,12287,5.9
Hikawa Maru Monogatari,"['Drama', 'Historical']",22-Aug-15,1,469,11134,12286,6.89
Hikaru no Gen-chan,"['Historical', 'Kids', 'Music']",2-Apr-08,1,125,14790,12285,4.82
Hikari Sasu Sora e,"['Drama', 'Kids']",2015,1,96,15409,12284,6.9
Higuma no Ongaeshi,['Kids'],1984,1,37,16261,12283,6.67
High School Jingi,"['Action', 'Comedy', 'Seinen']",10-Feb-92,1,192,13533,12282,6.32
High & Low: G-Sword OVA,"['Action', 'Drama', 'Shounen']",17-Oct-17,1,117,15005,12281,5.5
"Hi no Tori ""Dougo Onsen-hen""","['Historical', 'Supernatural']","May 24, 2019 to ?",,297,12153,12272,5.89
Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,"['Kids', 'Drama']","Dec, 2007",1,119,14934,12271,6.61
Hetchara Heiki no Heihachirou,"['Music', 'Kids']",3-Aug-15,1,67,15938,12269,5.88
Hero Hero-kun,"['Adventure', 'Comedy', 'Game', 'Kids']","Apr 3, 2000 to Jan 2, 2001",104,209,13234,12268,5.84
Heong-geuli Beseuteu 5,['Sports'],23-Dec-95,1,178,13814,12266,5.42
Hello WeGo!,[],9-Mar-19,1,333,11920,12262,4.82
Pokemon Movie 18: Ring no Choumajin Hoopa,"['Adventure', 'Fantasy', 'Kids']",18-Jul-15,1,20909,3133,5253,6.67
Hello Kitty no Shoukoujo,"['Fantasy', 'Kids']",21-Jul-94,1,204,13352,12259,6.33
Ore wa Teppei,"['Action', 'Shounen', 'Sports']","Sep 12, 1977 to Mar 27, 1978",28,967,9583,5252,6.67
Nil Admirari no Tenbin,"['Fantasy', 'Historical', 'Josei', 'Romance']","Apr 8, 2018 to Jun 24, 2018",12,24213,2907,5251,6.67
Hello Kitty no Shiawase no Aoi Hotaru,['Kids'],21-Apr-93,1,212,13214,12258,5.83
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']",17-Aug-02,1,7455,4885,5272,6.66
Hello Kitty no Santa-san ga Futari Ita,"['Fantasy', 'Music']",1998,1,154,14273,12257,5.82
Hello Kitty no Oyayubi-hime,"['Adventure', 'Fantasy', 'Kids']",21-Jul-90,1,170,13990,12256,5.91
Hello Kitty no Okaze wo Hiita Santa-san,"['Kids', 'Fantasy']",1-Nov-93,1,158,14212,12255,6.68
Hello Kitty no Minna no Tanoshii Natsuyasumi,"['Kids', 'Fantasy']",21-Oct-98,1,158,14192,12254,6.54
Hello Kitty no Hajimete no Christmas Cake,['Kids'],21-Oct-98,1,164,14093,12253,6.29
Hello Jadoo,['Slice of Life'],"Jul 18, 2011 to Feb 1, 2016",122,156,14211,12252,5.45
Hello Cocomong 2,"['Kids', 'Music']","Sep 5, 2014 to Nov 28, 2014",13,64,15979,12251,4.4
Hello Cocomong,"['Kids', 'Music']","Feb 26, 2010 to Feb 25, 2011",13,69,15903,12250,4.38
Heli-Tako Puu-chan,"['Comedy', 'Kids']","Feb 14, 1998 to Feb 6, 1999",42,140,14521,12249,6.31
Helen to Tomoni: Anne Sullivan,"['Historical', 'Kids']",1994,1,91,15495,12248,7.85
Heisei no Cinderella: Kiko-sama Monogatari,"['Historical', 'Romance']",29-Jun-90,1,192,13510,12247,5.18
Heisei Matsue Kaidan: Ayashi,"['Comedy', 'Historical', 'Parody', 'Horror', 'Supernatural']","Mar 17, 2017 to Apr 1, 2019",2,230,12934,12246,4.81
Heijoukyou: Yasukerashi Miyako,['Historical'],2-Apr-13,1,210,13232,12244,6.6
Hedler no Yama,"['Music', 'Kids']",1-Oct-94,1,79,15735,12243,5
Heat Meat Up: Kokusan Sengen,['Music'],27-Feb-15,1,90,15537,12241,4.5
Heart Cocktail Again,"['Romance', 'Seinen']",22-Oct-03,1,208,13251,12240,6.24
Heart Chrome feat. Anon & Kanon,['Music'],25-Apr-14,1,40,16260,12239,5.05
Hazedon,"['Kids', 'Adventure', 'Comedy']","Oct 5, 1972 to Mar 29, 1973",26,159,14154,12238,5.8
Hayabusa: Back to the Earth - Kikan,['Historical'],14-May-11,1,202,13369,12237,5.16
Hayabusa: Back to the Earth,['Historical'],2009,1,205,13305,12236,5.75
Hawaiian Rock'n Roll,"['Music', 'Kids']",1-Aug-03,1,113,15029,12235,4.79
Hato yo: Hiroshima no Sora wo,"['Historical', 'Kids']",1999,1,151,14298,12233,7.5
Hato no Uta,"['Kids', 'Music']",2-Oct-86,1,65,15978,12232,4.55
Harisu no Kaze,"['Comedy', 'School']","May 5, 1966 to Aug 31, 1967",70,292,12217,12221,5.69
Hare Tokidoki Buta: Noriyasu-kun no Koutsuu Anzen,['Kids'],1992,1,44,16187,12220,7.38
Hare Tokidoki Buta no Koutsuu Anzen,['Kids'],1999,1,52,16126,12218,7.29
Hare Tokidoki Buta no Jishin Youjin Nikki,['Kids'],1999,1,53,16121,12217,7.29
One Piece Film: Z,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",15-Dec-12,1,141539,788,267,8.27
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']","Oct 2, 2016 to Apr 2, 2017",25,75068,1428,266,8.27
Mimi wo Sumaseba,"['Drama', 'Romance', 'Shoujo', 'Slice of Life']",15-Jul-95,1,164088,673,265,8.27
Hare Tokidoki Buta,"['Comedy', 'Kids']",23-Aug-88,1,182,13738,12216,6.09
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,"['Fantasy', 'Slice of Life', 'Supernatural']",25-Apr-15,1,142707,781,264,8.27
Harbor Tale,"['Adventure', 'Fantasy']",2011,1,138,14542,12215,6.9
Happyakuyachou Hyouri Kewaishi,"['Historical', 'Drama']","Oct 9, 1990 to Apr 30, 1991",16,342,11835,12214,5.91
High Score Girl II,"['Comedy', 'Game', 'Romance', 'School', 'Seinen']","Oct 26, 2019 to Dec 21, 2019",9,34479,2369,263,8.28
Dragon Ball Z,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']","Apr 26, 1989 to Jan 31, 1996",291,683356,73,262,8.27
Happy Bogeys,[],2000 to 2014,12,96,15385,12211,6.79
Chihayafuru,"['Drama', 'Game', 'Josei', 'School', 'Slice of Life', 'Sports']","Oct 5, 2011 to Mar 28, 2012",25,273680,363,261,8.27
Happening Star ☆,"['Comedy', 'Sci-Fi']",22-Jan-12,1,139,14520,12210,5.9
Bungou Stray Dogs 2nd Season,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']","Oct 6, 2016 to Dec 16, 2016",12,310729,313,260,8.27
Ballroom e Youkoso,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","Jul 9, 2017 to Dec 17, 2017",24,167588,661,259,8.27
Hanshin Awaji Daishinsai ni Manabu: Boku wa Ano Hi wo Wasurenai.,"['Drama', 'Historical', 'Kids']",1995,1,102,15256,12209,7.12
Hannyashingyou,['Dementia'],2010,1,56,16090,12208,3.25
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']","Apr 3, 2015 to Jun 26, 2015",13,479961,146,258,8.28
Hanitarou Desu.,"['Slice of Life', 'Comedy']","Oct 6, 1997 to Jan 22, 1998",70,125,14789,12207,5.76
xxxHOLiC Kei,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']","Apr 4, 2008 to Jun 27, 2008",13,102479,1079,257,8.28
Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,"['Kids', 'Sci-Fi']",21-Nov-92,1,119,14951,12206,6.15
Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,"['Kids', 'Sci-Fi']",21-Sep-92,1,114,15042,12205,5.89
Trigun,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']","Apr 1, 1998 to Sep 30, 1998",26,460146,158,256,8.28
Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,"['Kids', 'Historical']",21-Jun-93,1,132,14680,12204,6
Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,"['Kids', 'Parody']",10-Mar-93,1,122,14877,12203,6.43
Hanasaka Tenshi Tenten-kun,"['Comedy', 'Fantasy']","Oct 10, 1998 to Sep 25, 1999",43,220,13059,12201,6.6
Hanawa Hekonai Kappa Matsuri,"['Kids', 'Comedy']",1917,1,189,13573,12202,5.5
Toki wo Kakeru Shoujo,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",15-Jul-06,1,509087,130,255,8.28
Hanamaru Koutsuu Anzen,"['Kids', 'Drama']",2000,1,126,14776,12200,6.13
Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi Hidari Migi,"['Drama', 'Fantasy', 'Kids']",2010,1,104,15217,12199,5.94
Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,"['Comedy', 'Kids']",12-Apr-13,1,183,13680,12198,5.72
Hana to Shounen,['Fantasy'],2004,1,127,14748,12197,5.08
Hana Saki Yama,['Kids'],1998,1,71,15873,12196,6.08
Hana no Nioi,"['Drama', 'Military', 'Music']",2008,1,81,15706,12195,4.84
Hana no Kakarichou,"['Comedy', 'Seinen', 'Slice of Life']","Oct 3, 1976 to Mar 27, 1977",25,205,13331,12194,5.8
Hana Ichi Monme (OVA),"['Adventure', 'Kids']",1990,3,101,15273,12193,7.07
Hana Ichi Monme,"['Game', 'Music', 'Kids']",10-Dec-79,1,82,15680,12192,4.35
Hana (2006),"['Music', 'Dementia', 'Drama']",2006,1,64,16004,12191,4.63
Han Hua Ri Ji,"['Slice of Life', 'Comedy', 'Supernatural']","Jul 21, 2019 to Sep 29, 2019",12,302,12137,12190,6.88
Hamuko Mairu!,"['Adventure', 'Comedy']",29-Jun-96,1,123,14829,12189,5.67
Hamster Sam,"['Kids', 'Music']","Dec 7, 1998 to Jul 19, 1999",4,121,14876,12188,5.75
Hamidashi CoroCoro,"['Comedy', 'Parody']","Jul 14, 2016 to Dec 15, 2016",6,94,15453,12187,6.06
Hametarou,"['Music', 'Parody']","Mar 10, 2019 to ?",,156,14191,12186,3.65
Hamburger no Tsukurikata,"['Music', 'Kids']",2-Feb-96,1,80,15705,12185,4.59
Inu to Hasami wa Tsukaiyou,"['Comedy', 'Supernatural']","Jul 2, 2013 to Sep 17, 2013",12,98702,1111,5330,6.65
Hal no Fue,"['Kids', 'Adventure']",22-Oct-11,1,289,12232,12184,6.14
Kuiba: Zhi Shiwanhuoji,"['Action', 'Kids', 'Adventure', 'Fantasy']",8-Jul-11,1,776,10030,5338,6.65
Hakusai Anime,"['Slice of Life', 'Comedy', 'Romance', 'School']","Jul 15, 2013 to Dec 29, 2014",3,392,11553,12182,5.57
Hakubo,['Drama'],21-Jun-19,1,8667,4604,12181,7.19
Hakusai Anime Bangai-hen,"['Comedy', 'School']",10-Aug-14,1,171,13926,12183,4.74
NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"['Adventure', 'Fantasy', 'Comedy', 'Shounen']","Jun 23, 1993 to Sep 22, 1993",3,697,10252,5342,6.65
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,"['Comedy', 'Parody', 'Fantasy']","Jan 17, 2006 to Jul 28, 2006",7,215,13138,12213,6.08
Happy Jozy,['Comedy'],"Apr 3, 2015 to Apr 1, 2016",52,390,11561,12212,4.73
Ojisan to Marshmallow,"['Slice of Life', 'Comedy', 'Romance']","Jan 8, 2016 to Mar 25, 2016",12,47921,1952,5344,6.65
Hare Tokidoki Buta: Noriyasu-kun no Hi no Youjin,['Kids'],1994,1,43,16196,12219,7.63
Harley Spiny,['Kids'],"Aug 5, 1996 to Jun 27, 1997",140,185,13608,12222,5.56
Haru Natsu,"['Kids', 'Music', 'Slice of Life']",1-Jun-00,1,63,16028,12223,4.28
Haru no Shiawase Saku Saku Gekijou,['Slice of Life'],28-Dec-18,1,115,15003,12224,5.42
Hatachi no Ryouma with Kurofune-kun!,"['Historical', 'Kids', 'Sci-Fi']",1-Aug-18,3,87,15607,12231,4.24
Hawaiian Conu,"['Slice of Life', 'Comedy']","Jul 7, 2018 to Sep 29, 2018",13,169,13968,12234,6.67
Heavy,"['Action', 'Drama', 'Sports']",14-Apr-90,1,330,11943,12242,6
Heisei Matsue Kaidan,"['Horror', 'Parody', 'Supernatural']","Apr 9, 2015 to Aug 11, 2016",7,146,14420,12245,4.97
Hello Kitty to Miyou: Aesop Monogatari,"['Fantasy', 'Kids']","Nov 21, 1997 to Jun 20, 1998",4,171,13941,12260,5.64
Mirai Nikki: Redial,"['Action', 'Psychological', 'Supernatural', 'Shounen']",19-Jun-13,1,234626,441,1673,7.52
Medaka Box Abnormal,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']","Oct 11, 2012 to Dec 27, 2012",12,103497,1075,1672,7.52
Love Stage!!,"['Comedy', 'Romance', 'Shounen Ai']","Jul 10, 2014 to Sep 11, 2014",10,147925,751,1670,7.52
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,"['Sci-Fi', 'Police', 'Psychological', 'Mecha']",22-Jun-13,1,47174,1978,1669,7.52
Hello Kitty to Miyou: Nihon Mukashibanashi,"['Kids', 'Fantasy']","Dec 21, 1993 to ?",7,126,14806,12261,6.28
Mahou Shoujo Lyrical Nanoha: Reflection,"['Action', 'Drama', 'Magic', 'Sci-Fi']",22-Jul-17,1,9956,4363,1671,7.52
Hen Xi You,"['Action', 'Supernatural', 'Fantasy']","Jun, 2016 to Nov 28, 2016",20,759,10090,12263,6.83
Kore wa Zombie Desu ka?,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']","Jan 11, 2011 to Mar 30, 2011",12,454581,167,1668,7.52
Hennako-chan,['Comedy'],"Apr 25, 2008 to Jul 3, 2008",6,202,13332,12264,5.55
Koi ni Naritai Aquarium,['Music'],27-Apr-16,1,5903,5384,1667,7.52
Henteko na Volunteer,"['Slice of Life', 'Drama']",1993,1,104,15240,12265,6.67
Kiznaiver,"['Sci-Fi', 'Drama', 'Romance']","Apr 9, 2016 to Jun 25, 2016",12,414360,196,1666,7.52
Hey Yo Yorang,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']","Jul 23, 2003 to Feb 11, 2004",26,272,12425,12270,6.23
Hero Company,"['Comedy', 'Super Power', 'Seinen']",5-Oct-15,2,674,10324,12267,5.28
Kimagure Orange☆Road OVA,"['Magic', 'Comedy', 'Romance', 'School', 'Drama']","Mar 1, 1989 to Apr 1, 1991",8,5083,5716,1665,7.52
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",28-Sep-13,1,27753,2689,1664,7.52
Hokuto no Ken Zero: Kenshirou Den,['Martial Arts'],11-Oct-08,1,7519,4866,1662,7.52
Free!,"['Slice of Life', 'Comedy', 'Sports', 'Drama', 'School']","Jul 4, 2013 to Sep 26, 2013",12,434475,178,1661,7.52
Himitsukessha Taka no Tsume EX,"['Comedy', 'Parody', 'Super Power']","Apr 11, 2014 to Mar 6, 2015",38,290,12240,12292,5.77
Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko,"['Parody', 'Comedy']",10-Jun-10,1,204,13371,12296,5.55
Hisone to Maso-tan Digest Douga,['Comedy'],"May 22, 2018 to Jul 9, 2018",4,159,14359,12310,5.31
Comic Girls,"['Slice of Life', 'Comedy']","Apr 5, 2018 to Jun 21, 2018",12,89921,1206,1658,7.52
Hito Toki Kiryu Ashikaga,['Slice of Life'],19-Mar-19,4,104,15318,12313,5.58
Hidamari no Ie,"['Kids', 'Drama']",2003,1,133,14656,12276,6.5
Higanjima X: Aniki,"['Fantasy', 'Horror', 'Seinen', 'Vampire']",30-Aug-17,1,203,13370,12279,5.35
Hasami Togi,"['Music', 'Kids']",7-Apr-65,1,90,15515,12227,4.19
Hyakumannen Attara Dousuru?,['Kids'],1999,1,122,14878,12380,5.7
Hyakubanme no Saru,"['Kids', 'Historical']",25-May-86,1,124,14808,12379,6.75
Hwang-geum-ui Pal,"['Sports', 'Shounen']",1983,1,131,14681,12377,4.61
Hustle Punch,"['Comedy', 'Fantasy', 'Kids']","Nov 1, 1965 to Apr 25, 1966",26,350,11777,12376,5.89
Huoli Shaonian Wang zhi You Quan Yingxiong,"['Game', 'Kids', 'Magic', 'Super Power']","Aug 18, 2017 to 2017",42,73,15875,12374,6.44
Iruka to Shounen,"['Adventure', 'Kids']","Jul 30, 1975 to Aug 15, 1975",13,218,13099,12430,5
Ippon Bouchou Mantarou,"['Action', 'Seinen']","Jun 21, 1991 to Dec 21, 1991",2,232,12858,12427,5.94
Inui-san!,"['Comedy', 'Shoujo']",3-Jul-14,1,228,12947,12424,5.82
Inochi Kagayaku Akari,"['Drama', 'Kids']",1999,1,114,15006,12420,6.12
Inochi,"['Drama', 'Music', 'Slice of Life']",5-Sep-15,1,111,15067,12419,4.92
Inemuri Buu-chan,['Kids'],1959,1,138,14562,12418,4.67
Inamura no Hi,"['Historical', 'Kids', 'Drama']",Not available,1,47,16164,12416,6.63
Inagawa Junji no Sugoku Kowai Hanashi,"['Horror', 'Supernatural']","Sep 5, 2017 to Oct 6, 2017",10,354,11766,12415,5.83
Ikuze! Gen-san,['Comedy'],"Mar 24, 2008 to Sep 1, 2008",24,210,13217,12411,5.73
Ima,['Music'],"Jun, 2017",1,60,16065,12412,4.34
Ikkyuu-san: Haru Da! Yancha Hime,"['Comedy', 'Historical', 'Kids']",14-Mar-81,1,171,13906,12409,6.57
Ikkyuu-san: Ooabare Yancha-hime,"['Comedy', 'Historical', 'Kids']",25-Aug-80,1,159,14128,12410,6.06
Ikkyuu-san to Yancha Hime,"['Comedy', 'Historical', 'Kids']",18-Mar-78,1,201,13372,12408,6.3
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","Oct 5, 2012 to Dec 21, 2012",12,196079,550,5346,6.65
Ikkyuu-san (1978),"['Action', 'Sports', 'School']","Apr 10, 1978 to Oct 23, 1978",26,367,11695,12407,7.1
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"['Comedy', 'Romance']",22-Jan-14,1,6280,5261,5347,6.65
Osomatsu-kun,['Comedy'],"Feb 5, 1966 to Mar 25, 1967",56,2423,7494,5348,6.65
Ijiwaru Baasan (1996),"['Comedy', 'Slice of Life']","Mar 19, 1996 to Jun 13, 1997",46,181,13722,12402,6
Queen's Blade: Gyokuza wo Tsugu Mono,"['Action', 'Adventure', 'Ecchi', 'Fantasy']","Sep 24, 2009 to Dec 10, 2009",12,41472,2134,5349,6.65
Saikyou Bushouden: Sangoku Engi,['Historical'],"Apr 4, 2010 to Mar 27, 2011",52,1896,8075,5350,6.65
Ijime Stop! Kintarou Kokoro Chikaramochi,"['Fantasy', 'Kids']",Not available,1,73,15841,12398,5.42
Ijigen Gattai Mojibakeru Z,"['Game', 'Kids']",29-Jun-14,1,147,14380,12396,5.26
Idea ga Tsukamaranai.,['Dementia'],2011,1,154,14231,12395,4.25
Ichinen Ikkumi,"['Kids', 'School']",2002,1,104,15220,12394,6.08
Ichigo no Hanayome-san,"['Kids', 'Music']",2-Jun-77,1,33,16291,12392,4.36
Ichimai no Etegami,"['Drama', 'Kids']",2000,1,122,14851,12393,6.08
Ichiban Chikaku ni,"['Slice of Life', 'Drama']",1996,1,97,15353,12389,5.8
Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,"['Adventure', 'Fantasy', 'Game', 'Kids', 'Magic']","Mar 20, 2015 to 2015",26,76,15810,12373,6.71
Hua Jiang Hu Zhi Bu Liang Ren 3rd Season,"['Historical', 'Drama', 'Romance', 'Martial Arts', 'Fantasy']","Oct 25, 2018 to Nov 12, 2019",40,197,13442,12366,7.39
Hua Jiang Hu Zhi Bu Liang Ren 2nd Season,"['Adventure', 'Historical', 'Drama', 'Romance', 'Martial Arts']","Jul 21, 2016 to Apr 20, 2017",40,452,11251,12365,7.4
Houkago Midnighters: Short Movies Season 2,"['Fantasy', 'Kids']",23-May-18,1,121,14915,12362,6.13
Hotaru no Mau Machi de,"['Drama', 'Kids']",1998,1,112,15044,12361,6.8
Hoshi Shinichi Short Short,"['Comedy', 'Sci-Fi']","Nov 11, 2007 to Nov 17, 2008",26,274,12381,12354,5.72
Hope,"['Music', 'Romance']",24-Oct-18,1,77,15857,12347,5.38
Hong Mao Lan Tu: Zhang Jian Zou Tianya,['Kids'],"Jan 6, 2008 to ?",108,40,16249,12343,5.5
Hong Mao Lan Tu: Xiao Youmo,['Kids'],2005 to ?,71,40,16237,12341,5.5
Hong Mao Lan Tu: Meng Guo Li Xian Ji,['Kids'],"Aug 17, 2012 to ?",56,36,16272,12336,5.2
Hong Mao Lan Tu: Le Fantian,['Kids'],2005 to ?,64,40,16236,12334,5.5
Hong Mao Lan Tu: Kuaile Shizi,['Kids'],"Nov 26, 2014 to ?",80,36,16282,12333,5.22
Honto ni Atta Gakkou Kaidan,"['Kids', 'Mystery', 'School', 'Supernatural']",21-Aug-96,1,200,13441,12346,6
Hortensia Saga: Aoi no Kishidan,"['Game', 'Fantasy']","Mar 26, 2015 to ?",,485,11070,12351,5.93
Hoshi no Oujisama Petit☆Prince Specials,['Adventure'],22-Dec-06,4,140,14501,12352,5.86
Hoshi no Shima no Nyanko,"['Adventure', 'Slice of Life']","Oct 6, 2018 to Mar 30, 2019",26,271,12427,12353,5.25
Hoshi Shinichi Short Short Special,"['Comedy', 'Sci-Fi']",2-Jan-10,1,177,13764,12355,5.89
Hoshigari Hime no Bouken,"['Fantasy', 'Kids']",1992,1,128,14736,12357,5.97
